ssn,age,education,marital-status,relationship,sex,income
183-32-3095,31.0,,Never-married,Own-child,Female,
755-89-6805,,Bachelors,Married-civ-spouse,Husband,,<=50K
352-33-4151,22.0,,Married-civ-spouse,Husband,Female,<=50K
127-02-7026,46.0,Assoc-acdm,Separated,Unmarried,Female,<=50K
792-41-4004,52.0,Some-college,Divorced,,,<=50K
766-89-1891,18.0,10th,Never-married,,Male,<=50K
040-04-9140,31.0,Some-college,Separated,Unmarried,Female,
403-56-2653,35.0,,Divorced,,Female,
634-52-0883,60.0,HS-grad,Married-civ-spouse,Husband,Male,
991-79-9753,48.0,Some-college,,,Male,<=50K
740-04-9139,36.0,,Married-civ-spouse,,Female,
261-17-9360,21.0,,Never-married,Not-in-family,Male,
509-92-0146,67.0,Some-college,Widowed,Unmarried,Female,<=50K
213-39-0663,43.0,,,Husband,Male,
578-43-9802,36.0,Some-college,Divorced,Own-child,,<=50K
843-82-6780,18.0,HS-grad,Never-married,,Female,
361-14-8648,30.0,,Married-civ-spouse,Own-child,,
381-08-1080,23.0,HS-grad,Never-married,,,
617-99-7542,33.0,Some-college,,,Male,>50K
277-18-0589,42.0,HS-grad,Divorced,,Female,<=50K
115-69-4103,31.0,,Never-married,Own-child,,
131-29-6068,21.0,Some-college,Never-married,Own-child,Female,<=50K
440-17-1989,33.0,Some-college,Married-civ-spouse,Husband,,
772-05-1596,23.0,HS-grad,Never-married,Not-in-family,,
034-98-1572,,9th,Married-civ-spouse,,,
504-79-1154,30.0,Some-college,,Husband,Male,
481-38-8205,18.0,12th,Never-married,,Female,
193-73-4643,,HS-grad,,,,<=50K
002-57-9852,22.0,,,Not-in-family,Male,
784-15-2333,42.0,HS-grad,Separated,Unmarried,Female,<=50K
210-44-2260,24.0,Some-college,Never-married,,Female,
438-08-3537,30.0,HS-grad,Never-married,Not-in-family,Female,<=50K
816-00-1227,60.0,,Married-civ-spouse,Husband,Male,
528-56-2653,52.0,HS-grad,Married-civ-spouse,Husband,Male,
127-73-3415,41.0,Some-college,Married-civ-spouse,,,>50K
649-53-9311,55.0,Masters,Married-civ-spouse,Husband,,
824-84-6436,25.0,Prof-school,Married-civ-spouse,Husband,Male,
627-05-7738,64.0,,Married-civ-spouse,Husband,,
801-10-5650,48.0,Bachelors,Never-married,Not-in-family,Male,
405-95-8230,55.0,,Divorced,,,>50K
143-21-2530,27.0,Some-college,Never-married,,,<=50K
565-41-7689,42.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
656-78-7468,35.0,Bachelors,,Not-in-family,Male,
132-67-8132,22.0,,Married-civ-spouse,Husband,,>50K
229-23-8329,48.0,,,Husband,Male,
856-35-7493,,Masters,,Own-child,Female,<=50K
669-07-2480,47.0,,Married-civ-spouse,Wife,Male,<=50K
199-69-2874,23.0,,,Not-in-family,Female,<=50K
474-47-7886,38.0,Bachelors,Married-civ-spouse,Wife,,>50K
481-11-1793,50.0,,Married-civ-spouse,Husband,,>50K
697-94-2259,34.0,,Married-civ-spouse,Husband,Male,
161-33-2923,21.0,,Married-civ-spouse,Wife,,<=50K
370-91-5233,25.0,Bachelors,Never-married,Not-in-family,Female,
700-12-2849,,Some-college,Divorced,Unmarried,Female,
480-09-8279,43.0,,,Not-in-family,Male,
586-08-7223,56.0,Bachelors,Married-civ-spouse,Husband,,<=50K
646-16-0933,38.0,HS-grad,,Husband,Male,
706-72-6043,74.0,HS-grad,Married-civ-spouse,,Male,
058-01-5970,55.0,,Married-civ-spouse,Wife,Male,<=50K
178-28-6240,22.0,Bachelors,Never-married,,,
668-48-8942,64.0,10th,Widowed,Not-in-family,,
946-92-8745,45.0,11th,Married-civ-spouse,Husband,,<=50K
415-60-1965,40.0,HS-grad,Separated,Own-child,,
829-42-2603,32.0,Masters,Divorced,Not-in-family,Male,<=50K
312-43-8574,62.0,Some-college,Divorced,Not-in-family,,
951-38-2062,54.0,,Divorced,Unmarried,Male,
158-20-0245,,,Married-civ-spouse,Husband,Male,<=50K
882-89-3119,28.0,,Never-married,Own-child,Male,<=50K
249-17-0761,29.0,HS-grad,Married-civ-spouse,Husband,,>50K
906-41-8918,43.0,Some-college,Married-civ-spouse,,,<=50K
101-38-2063,20.0,11th,Never-married,,,<=50K
921-99-0171,36.0,HS-grad,Divorced,Unmarried,Male,<=50K
005-92-7518,34.0,Bachelors,,Wife,,
983-63-0220,34.0,Some-college,Never-married,Other-relative,,<=50K
159-85-8722,45.0,HS-grad,Married-civ-spouse,,,
045-82-3095,40.0,,,Husband,,<=50K
247-11-3021,30.0,,Married-civ-spouse,Husband,,>50K
749-07-8623,47.0,Bachelors,Married-civ-spouse,,,<=50K
023-52-5798,26.0,,,Own-child,,<=50K
976-87-3463,41.0,Masters,Separated,Not-in-family,Male,<=50K
725-24-5699,25.0,,Never-married,Not-in-family,,
172-42-0147,29.0,,,Husband,Male,
748-28-0097,59.0,12th,Married-civ-spouse,Husband,Male,<=50K
763-32-9237,43.0,Assoc-acdm,Divorced,Not-in-family,Female,
739-55-7738,,HS-grad,Never-married,Not-in-family,,<=50K
516-92-2603,31.0,,Married-civ-spouse,,Male,<=50K
597-17-4446,39.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
962-31-5723,57.0,,,Husband,,>50K
631-75-6756,35.0,10th,Never-married,Not-in-family,,<=50K
505-06-7567,52.0,Some-college,Widowed,Unmarried,Female,<=50K
265-11-0564,27.0,11th,Never-married,Own-child,,<=50K
916-70-7615,51.0,,Never-married,Unmarried,Female,<=50K
998-86-3635,81.0,,Widowed,Not-in-family,,
090-38-6977,34.0,HS-grad,,,,>50K
661-64-0048,17.0,Some-college,Never-married,Other-relative,,
294-22-6043,64.0,Doctorate,Divorced,,,<=50K
007-34-0294,,,Married-civ-spouse,Husband,,
584-58-2308,62.0,5th-6th,Widowed,Unmarried,Female,
348-55-6510,,10th,Divorced,Not-in-family,Female,
020-23-9557,25.0,,,Other-relative,Male,
291-79-9754,28.0,HS-grad,Never-married,,Male,>50K
923-28-0097,49.0,,Married-civ-spouse,,Male,<=50K
299-38-5749,33.0,Some-college,Married-civ-spouse,Husband,,<=50K
139-06-6338,53.0,,Divorced,,Female,
006-48-0343,44.0,HS-grad,Divorced,Other-relative,,
198-80-2211,24.0,Some-college,Never-married,Own-child,,<=50K
337-68-4274,52.0,Some-college,Married-civ-spouse,Husband,Male,>50K
153-19-4103,37.0,,Married-civ-spouse,Husband,,<=50K
707-49-3856,29.0,HS-grad,,Husband,Male,<=50K
115-35-6265,19.0,,Never-married,,Female,<=50K
174-38-5749,,,Divorced,Unmarried,Female,
052-18-0589,,Assoc-acdm,Married-civ-spouse,Husband,Male,
348-03-4397,45.0,HS-grad,Married-civ-spouse,Husband,Male,
850-61-4249,28.0,,,Not-in-family,,
937-89-9261,36.0,Masters,Married-civ-spouse,Husband,Male,<=50K
159-70-5159,37.0,,Never-married,Not-in-family,,
902-76-4126,25.0,1st-4th,Never-married,Not-in-family,,
651-50-4913,,,,Unmarried,,<=50K
969-19-5330,29.0,Some-college,Divorced,,Male,
981-32-6780,32.0,,Married-civ-spouse,Husband,Male,
213-72-8501,63.0,Masters,Married-civ-spouse,,Male,<=50K
373-77-1498,71.0,Assoc-voc,Widowed,Other-relative,Female,
073-24-9385,31.0,Bachelors,Married-civ-spouse,Husband,,
962-34-6436,73.0,HS-grad,,Not-in-family,,
330-22-1129,23.0,Some-college,Never-married,Not-in-family,,
087-89-9262,33.0,,,Husband,,
478-13-2677,36.0,,Married-civ-spouse,Husband,Male,
554-97-5429,50.0,Some-college,Married-civ-spouse,Husband,,>50K
374-69-2874,36.0,,Separated,Not-in-family,,
751-96-5601,40.0,HS-grad,Married-civ-spouse,Husband,Male,
991-46-1915,,,Never-married,Own-child,Male,
942-87-4691,43.0,Assoc-voc,Divorced,Unmarried,,
292-53-6854,38.0,Bachelors,Never-married,Not-in-family,Female,
942-75-1841,74.0,10th,Widowed,Not-in-family,,<=50K
414-52-7026,39.0,,Married-civ-spouse,,Male,<=50K
028-37-8378,49.0,,,Unmarried,,
883-53-8082,,Some-college,Divorced,Unmarried,Female,
019-90-1719,64.0,Some-college,Separated,,Female,
562-37-7149,38.0,12th,,Husband,Male,
159-55-1596,63.0,HS-grad,Never-married,Unmarried,,<=50K
896-49-8770,22.0,HS-grad,Never-married,,Male,<=50K
003-31-6953,21.0,,Never-married,,,
492-32-1866,,Bachelors,Married-civ-spouse,Wife,Male,<=50K
914-55-7738,56.0,,Married-civ-spouse,,,<=50K
115-07-9852,35.0,,,Not-in-family,Male,<=50K
610-19-6559,44.0,Prof-school,Divorced,Other-relative,Female,
702-70-2702,17.0,11th,Never-married,,,
714-77-2726,,Masters,,Husband,Female,<=50K
292-04-5454,30.0,Assoc-acdm,Divorced,,,
943-67-3217,42.0,,Married-civ-spouse,Husband,,<=50K
864-80-3438,39.0,,Divorced,Unmarried,,<=50K
948-86-3635,21.0,,Married-AF-spouse,Wife,Female,<=50K
926-41-2775,27.0,,,Not-in-family,,
622-20-5159,25.0,Some-college,Never-married,Not-in-family,Female,
818-70-3930,52.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
936-88-5748,61.0,,Married-civ-spouse,Husband,,<=50K
480-00-6142,17.0,Some-college,Never-married,Own-child,Female,<=50K
106-17-3218,17.0,10th,Never-married,Own-child,Male,<=50K
556-94-1031,56.0,,Married-civ-spouse,Husband,Male,
404-17-6903,57.0,,Married-civ-spouse,Husband,Male,<=50K
710-78-0097,52.0,HS-grad,Married-civ-spouse,,Male,<=50K
346-13-0220,50.0,,Married-civ-spouse,Husband,Male,
857-80-0981,40.0,HS-grad,Divorced,,,<=50K
587-56-1424,,HS-grad,Never-married,Own-child,Male,<=50K
716-95-3316,54.0,HS-grad,Married-civ-spouse,Husband,,>50K
941-21-6215,37.0,HS-grad,Married-civ-spouse,Husband,,
635-50-3684,41.0,Some-college,Married-civ-spouse,Husband,Male,
577-21-1301,34.0,HS-grad,Divorced,Not-in-family,Male,<=50K
577-91-7689,33.0,Some-college,Married-civ-spouse,,Male,
679-54-5453,29.0,HS-grad,Never-married,Not-in-family,,
170-79-2383,61.0,1st-4th,,Husband,Female,<=50K
396-89-8034,28.0,Some-college,Never-married,Other-relative,,
437-68-4274,47.0,Bachelors,Married-civ-spouse,,,<=50K
457-52-4569,57.0,,Married-civ-spouse,Husband,,>50K
947-88-0834,42.0,HS-grad,Married-civ-spouse,Husband,,
275-70-6387,39.0,11th,,Husband,Male,
372-78-8697,26.0,Bachelors,,Not-in-family,Male,
874-44-7173,29.0,Assoc-acdm,Divorced,Unmarried,Female,
159-49-0171,33.0,,Separated,Unmarried,Female,<=50K
498-80-2210,32.0,,Married-civ-spouse,Husband,,>50K
706-11-1792,22.0,HS-grad,,,Female,<=50K
189-77-2727,25.0,,Never-married,Own-child,,
640-50-9827,28.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
291-15-4790,62.0,Bachelors,Divorced,Not-in-family,,
121-80-5896,17.0,HS-grad,,,,<=50K
022-32-8009,20.0,HS-grad,Never-married,Own-child,Female,<=50K
224-38-5749,40.0,Bachelors,Married-civ-spouse,,,<=50K
854-97-5429,57.0,,Married-civ-spouse,Husband,,
971-00-7370,21.0,,Never-married,Not-in-family,,
968-05-8967,23.0,,Never-married,,Male,>50K
026-90-4176,28.0,Bachelors,Never-married,,Female,<=50K
112-19-2874,,Bachelors,Divorced,Not-in-family,Female,
673-24-9385,24.0,HS-grad,,Own-child,Male,<=50K
345-17-8132,48.0,Prof-school,Married-civ-spouse,Husband,Male,<=50K
276-53-5626,36.0,Some-college,Divorced,Own-child,,<=50K
965-63-2677,24.0,Bachelors,Never-married,,,>50K
473-49-5085,44.0,Bachelors,Married-spouse-absent,,Male,<=50K
610-96-4372,42.0,HS-grad,Married-civ-spouse,,Male,<=50K
882-80-0981,,,Never-married,,Female,
239-95-7002,54.0,Some-college,Married-civ-spouse,Husband,Male,>50K
849-87-7149,33.0,HS-grad,Married-civ-spouse,Wife,Male,<=50K
837-13-1448,45.0,Assoc-voc,,Husband,Male,
252-73-3414,22.0,HS-grad,,Husband,Female,<=50K
346-03-8083,,,Married-civ-spouse,Husband,Male,<=50K
500-46-0687,51.0,HS-grad,Married-civ-spouse,Husband,,>50K
846-09-9507,35.0,HS-grad,Separated,Unmarried,Male,
299-66-2161,,HS-grad,Widowed,,Female,
295-85-3808,43.0,,Divorced,Not-in-family,,
060-28-8697,,Bachelors,,,Male,
487-19-2874,59.0,HS-grad,Married-civ-spouse,,Female,<=50K
011-94-7174,33.0,Some-college,Divorced,Unmarried,Female,
080-25-1842,52.0,,Never-married,Other-relative,,
237-00-8599,36.0,,Married-civ-spouse,Husband,,
794-87-1006,56.0,Masters,,,,
588-32-9237,,Assoc-voc,,Husband,,
796-83-6608,50.0,,Married-civ-spouse,Husband,Male,>50K
485-41-1547,47.0,HS-grad,Widowed,Unmarried,,<=50K
021-22-2358,46.0,Some-college,Married-civ-spouse,Husband,,
833-29-2382,,Masters,Married-civ-spouse,Husband,,<=50K
489-55-7739,24.0,,,,Male,
528-31-6952,47.0,HS-grad,Married-civ-spouse,Husband,Male,
041-61-5479,51.0,Bachelors,Separated,Unmarried,,<=50K
391-36-9778,40.0,HS-grad,Separated,,Female,<=50K
352-02-7026,61.0,Some-college,Married-civ-spouse,Husband,Male,>50K
842-32-1866,31.0,,,,Male,<=50K
279-82-1867,42.0,,Divorced,Unmarried,,<=50K
452-45-7002,28.0,HS-grad,Never-married,Not-in-family,,
311-54-7911,22.0,Assoc-acdm,Divorced,Unmarried,,
759-61-3021,18.0,,Never-married,Own-child,Male,<=50K
588-75-9213,22.0,HS-grad,Never-married,Not-in-family,Female,
645-05-5281,45.0,Masters,Married-civ-spouse,Wife,Male,<=50K
630-83-5380,24.0,,Never-married,Not-in-family,Female,<=50K
273-71-0073,20.0,10th,Never-married,Own-child,,<=50K
153-00-9827,43.0,,Never-married,Not-in-family,Male,
086-85-5036,66.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
737-22-3586,45.0,,Married-civ-spouse,Husband,Male,
476-44-3488,,Masters,,Wife,Male,<=50K
465-32-5552,18.0,Some-college,,Other-relative,Female,
203-77-7641,34.0,HS-grad,Married-civ-spouse,,,
799-72-3586,56.0,10th,,,,<=50K
133-93-7346,37.0,Some-college,,Unmarried,,<=50K
177-97-9115,20.0,12th,Never-married,Own-child,,<=50K
512-16-2161,30.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
541-89-1891,52.0,,Married-civ-spouse,,Male,<=50K
786-39-4348,24.0,HS-grad,Never-married,Not-in-family,Female,<=50K
291-33-9066,52.0,Bachelors,Divorced,Not-in-family,Male,
296-59-0908,51.0,,,,Male,<=50K
093-42-7518,53.0,,Married-civ-spouse,,,<=50K
978-07-1252,63.0,,Married-civ-spouse,Husband,Female,<=50K
875-18-4274,31.0,,Married-civ-spouse,Husband,,<=50K
783-20-0244,51.0,HS-grad,,,Female,
224-32-4324,43.0,,,Unmarried,,<=50K
239-86-4864,42.0,Some-college,Married-civ-spouse,,,
246-92-8746,25.0,HS-grad,Never-married,Own-child,Male,
611-91-6461,,,Married-civ-spouse,Husband,Male,>50K
027-30-3439,49.0,Some-college,Divorced,Unmarried,,<=50K
710-65-7247,,Bachelors,Never-married,Own-child,Male,<=50K
404-76-0441,47.0,,Widowed,,Female,
071-99-0171,52.0,,Widowed,Other-relative,Female,
672-08-2308,37.0,,Separated,Unmarried,Female,<=50K
306-05-0368,,Bachelors,Married-civ-spouse,Husband,,
246-65-2333,41.0,,Divorced,Unmarried,,<=50K
894-13-3905,,Bachelors,Married-civ-spouse,,,<=50K
255-55-8967,54.0,,Divorced,Not-in-family,,<=50K
855-95-8230,38.0,HS-grad,Separated,,,
212-31-5724,,Assoc-voc,Married-civ-spouse,Husband,,
849-17-0760,38.0,Assoc-acdm,Married-civ-spouse,Husband,Male,<=50K
061-48-6486,37.0,,Divorced,,,<=50K
823-77-1497,22.0,Some-college,Never-married,Not-in-family,Female,
033-41-5233,52.0,Masters,Married-civ-spouse,Husband,,<=50K
063-32-9238,32.0,Bachelors,Married-civ-spouse,,,
727-27-2726,27.0,HS-grad,,Own-child,Female,<=50K
555-12-8992,63.0,,Married-civ-spouse,Husband,,>50K
388-45-2088,34.0,,Never-married,Not-in-family,Male,
497-75-7984,37.0,HS-grad,,Husband,Male,
286-05-6510,23.0,,Never-married,Not-in-family,Female,
723-46-4372,,HS-grad,Never-married,Own-child,Male,<=50K
760-68-7959,44.0,Bachelors,,,Male,<=50K
908-66-0932,32.0,,Never-married,Not-in-family,,<=50K
789-61-9163,31.0,HS-grad,Married-civ-spouse,Wife,,
596-56-0195,50.0,HS-grad,Married-civ-spouse,Husband,,<=50K
300-82-9238,33.0,Some-college,,,,
987-10-0736,59.0,,Never-married,,,
054-26-9041,45.0,,Divorced,Not-in-family,,
950-64-4962,43.0,,Married-civ-spouse,Husband,Male,
031-72-6044,31.0,,Divorced,Unmarried,,
180-31-3267,57.0,HS-grad,,Unmarried,,
676-47-4200,43.0,,Married-civ-spouse,,Male,<=50K
547-54-2996,29.0,,Never-married,Not-in-family,,
011-97-7886,55.0,,Married-civ-spouse,,Male,<=50K
071-89-8034,19.0,12th,Never-married,Own-child,,
406-11-1793,21.0,Assoc-voc,Never-married,Unmarried,,<=50K
964-18-9188,59.0,,Widowed,Not-in-family,Female,
114-31-2039,22.0,Bachelors,Never-married,,,>50K
529-42-2603,61.0,1st-4th,,Husband,,
241-67-6903,,HS-grad,Widowed,,,>50K
914-68-0588,21.0,,Never-married,Own-child,,<=50K
063-85-1351,19.0,10th,,,,
408-20-0245,63.0,5th-6th,Married-civ-spouse,Husband,Male,
848-89-4348,29.0,HS-grad,Married-civ-spouse,,Female,<=50K
510-96-4372,31.0,Some-college,,Husband,Male,<=50K
055-86-6093,25.0,,Married-civ-spouse,,,<=50K
632-73-9557,24.0,,Never-married,,Male,
948-03-4397,24.0,,Never-married,Not-in-family,,>50K
829-88-3291,68.0,Some-college,Married-civ-spouse,Husband,Male,>50K
712-89-9262,41.0,Bachelors,Married-civ-spouse,,Male,<=50K
596-19-1645,45.0,,Never-married,Not-in-family,,
387-22-3586,31.0,HS-grad,Never-married,Not-in-family,Female,<=50K
879-91-4004,42.0,HS-grad,Never-married,,,<=50K
539-74-2014,37.0,,Divorced,Unmarried,Female,<=50K
423-00-3685,23.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
022-11-3022,31.0,,Never-married,Not-in-family,Male,<=50K
926-93-4888,,,Never-married,Not-in-family,,<=50K
438-23-7100,58.0,Some-college,Married-civ-spouse,Husband,Male,
338-91-2776,43.0,HS-grad,Divorced,Not-in-family,Female,<=50K
070-70-0245,39.0,Masters,Married-civ-spouse,Husband,Male,>50K
110-62-6535,,,Never-married,Unmarried,Male,<=50K
456-44-9630,33.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
028-71-6216,,Bachelors,Married-civ-spouse,Husband,Male,
752-70-2701,42.0,,Divorced,Unmarried,Female,
920-73-0957,37.0,Masters,Divorced,Not-in-family,Male,
946-62-1620,44.0,Some-college,,Husband,,
712-07-0023,31.0,HS-grad,Never-married,,,<=50K
470-66-9532,,,,Other-relative,,
832-98-5257,47.0,Masters,Married-civ-spouse,,Male,
303-62-4078,50.0,,Married-civ-spouse,Wife,,<=50K
638-94-3488,49.0,,Divorced,,,>50K
945-27-0269,23.0,HS-grad,Never-married,,,>50K
769-93-2431,42.0,Bachelors,Never-married,Own-child,Male,<=50K
294-71-7444,41.0,,Married-civ-spouse,Husband,,<=50K
097-63-5135,50.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
601-47-4200,37.0,HS-grad,Married-civ-spouse,,Male,>50K
371-80-5896,65.0,7th-8th,Married-civ-spouse,Husband,Male,
141-40-0491,29.0,HS-grad,Never-married,Not-in-family,,
199-04-7911,45.0,HS-grad,Married-civ-spouse,Wife,Male,<=50K
740-78-6240,38.0,Some-college,Married-civ-spouse,,Male,<=50K
704-57-6166,18.0,Some-college,Never-married,,Female,<=50K
075-58-3538,29.0,Some-college,Married-civ-spouse,Husband,Male,>50K
825-15-3561,44.0,Some-college,Divorced,,Female,<=50K
482-58-5994,61.0,HS-grad,Married-civ-spouse,Husband,Male,
932-89-3119,50.0,,,Husband,Male,>50K
513-39-0662,39.0,Assoc-voc,,Unmarried,,<=50K
087-13-1449,23.0,HS-grad,,Own-child,,
144-65-6019,,Masters,Married-civ-spouse,Husband,,
843-21-2529,37.0,HS-grad,Never-married,Not-in-family,Female,<=50K
775-67-5674,28.0,HS-grad,Never-married,,Male,
728-25-5527,31.0,Assoc-voc,Married-civ-spouse,Husband,,
449-20-1473,18.0,,Never-married,,Female,>50K
301-44-3488,,Bachelors,Never-married,Own-child,Female,
434-27-5183,60.0,Masters,Married-civ-spouse,Husband,,<=50K
310-38-0835,54.0,11th,Widowed,Not-in-family,Female,
816-95-3316,40.0,,,,Female,<=50K
453-80-8353,31.0,,Married-civ-spouse,Husband,,>50K
546-86-7321,52.0,HS-grad,Divorced,Not-in-family,,>50K
300-36-8550,66.0,,Married-civ-spouse,Husband,Male,>50K
278-31-6953,44.0,,,Not-in-family,,<=50K
346-16-0933,44.0,Assoc-voc,Married-civ-spouse,Husband,Male,
375-42-9975,54.0,1st-4th,Widowed,Unmarried,Female,<=50K
874-04-7910,,11th,Never-married,Not-in-family,,<=50K
898-18-7959,70.0,HS-grad,,Not-in-family,Female,
389-98-7714,29.0,,Never-married,Unmarried,,<=50K
024-23-2186,51.0,HS-grad,Widowed,,Female,
371-62-1621,22.0,Some-college,Married-civ-spouse,,,
290-04-9139,34.0,1st-4th,Married-civ-spouse,Husband,Male,<=50K
018-30-4668,60.0,,Married-civ-spouse,Husband,,
708-47-6657,32.0,,Married-civ-spouse,Husband,,>50K
591-76-9041,32.0,,Never-married,Not-in-family,Female,
139-98-7714,,,Never-married,,,<=50K
704-05-4053,61.0,,Divorced,Not-in-family,,
909-30-5895,61.0,5th-6th,Divorced,Not-in-family,Male,<=50K
772-72-7271,46.0,Doctorate,Divorced,Unmarried,Female,<=50K
877-76-4126,,,Never-married,Own-child,,
959-95-0858,26.0,Bachelors,Never-married,Not-in-family,Female,>50K
639-12-7763,18.0,HS-grad,Never-married,Own-child,Female,<=50K
055-80-4668,21.0,,Never-married,Own-child,Male,
699-96-9286,,HS-grad,Never-married,Own-child,Male,<=50K
620-54-6682,34.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
209-64-3734,22.0,Some-college,,,,
098-89-4348,32.0,,,Wife,Female,>50K
185-07-3709,21.0,HS-grad,Never-married,Not-in-family,Male,>50K
242-35-2579,57.0,7th-8th,Never-married,Not-in-family,Male,
223-67-9360,45.0,HS-grad,Never-married,,Female,
750-33-7837,45.0,HS-grad,Married-civ-spouse,Husband,Male,
612-96-0687,32.0,HS-grad,Married-civ-spouse,,Male,
973-74-0785,59.0,,,Husband,,
424-47-7886,37.0,,Married-civ-spouse,Husband,Male,
008-90-6633,63.0,Some-college,,Husband,,
970-14-7419,,Bachelors,Never-married,Not-in-family,,<=50K
688-02-2112,21.0,Some-college,Never-married,Own-child,,
517-84-3979,42.0,HS-grad,Married-civ-spouse,Husband,,
799-75-4298,30.0,HS-grad,,Not-in-family,,
556-48-0343,51.0,,,Husband,Male,
175-70-6388,55.0,,Divorced,Not-in-family,,<=50K
517-41-4004,41.0,,,Own-child,Female,<=50K
244-56-3881,32.0,Assoc-voc,Never-married,Own-child,Female,
799-53-9311,22.0,11th,Never-married,Not-in-family,,<=50K
062-46-9287,21.0,HS-grad,,,Male,
772-02-0883,22.0,HS-grad,Married-civ-spouse,Husband,Male,
115-14-1277,18.0,Some-college,Married-civ-spouse,Husband,Female,<=50K
635-35-0122,56.0,HS-grad,,Husband,,
515-60-1965,52.0,HS-grad,Married-civ-spouse,Husband,Male,
812-34-6436,37.0,,Never-married,Other-relative,Female,<=50K
909-61-3021,40.0,Bachelors,,Not-in-family,,<=50K
160-71-8673,73.0,HS-grad,Widowed,,,
847-05-1596,27.0,Some-college,Never-married,Not-in-family,,<=50K
003-56-2653,34.0,HS-grad,,Husband,,>50K
908-50-7370,67.0,Bachelors,Married-civ-spouse,Husband,Male,
144-93-2432,35.0,Bachelors,Married-civ-spouse,,Male,>50K
196-40-6633,,HS-grad,Widowed,Unmarried,,<=50K
729-91-4004,65.0,,Widowed,Unmarried,Female,<=50K
473-71-0073,31.0,10th,Never-married,,Female,
754-69-9016,52.0,,Married-civ-spouse,Husband,,
912-80-7124,19.0,,Never-married,Own-child,,
295-82-3095,26.0,Bachelors,,Husband,Female,<=50K
670-73-0957,30.0,,Married-civ-spouse,,Male,<=50K
927-64-1276,38.0,Masters,Divorced,Unmarried,Female,<=50K
233-63-0220,31.0,10th,Divorced,Not-in-family,Male,
832-03-3168,,10th,Never-married,,Female,>50K
117-75-1842,37.0,,Divorced,Not-in-family,Male,<=50K
141-33-9066,,HS-grad,,Unmarried,Female,
322-72-7272,40.0,Assoc-acdm,,Husband,Male,
040-41-7690,59.0,Some-college,,Not-in-family,,
090-84-7665,23.0,Some-college,Never-married,Own-child,Female,<=50K
073-77-1498,64.0,,Divorced,Unmarried,Male,<=50K
217-01-4741,20.0,Some-college,Never-married,Own-child,Female,<=50K
418-98-0343,,HS-grad,Divorced,,,<=50K
246-56-0196,37.0,Some-college,Divorced,Not-in-family,Female,
704-26-9041,28.0,,Divorced,Unmarried,Male,
283-41-5233,,,Married-civ-spouse,Wife,Male,<=50K
156-51-1056,31.0,Masters,Never-married,Unmarried,Female,
815-11-0564,43.0,HS-grad,Never-married,Own-child,,<=50K
576-07-4937,55.0,HS-grad,Widowed,Unmarried,Female,
685-07-3709,63.0,HS-grad,,Unmarried,,
895-11-6706,26.0,Some-college,Married-civ-spouse,,Male,>50K
729-20-7615,27.0,Some-college,Married-civ-spouse,Husband,Female,<=50K
383-23-0957,24.0,,Never-married,Other-relative,Female,<=50K
485-07-3709,40.0,HS-grad,Divorced,Unmarried,Female,<=50K
062-74-5700,47.0,HS-grad,,Husband,Male,>50K
762-92-9974,36.0,Assoc-voc,Never-married,Not-in-family,,<=50K
354-69-9016,25.0,,Never-married,Not-in-family,Male,<=50K
527-11-9164,41.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
291-46-1916,78.0,5th-6th,Widowed,Not-in-family,,<=50K
209-39-8034,54.0,HS-grad,Married-civ-spouse,Husband,Female,<=50K
470-70-0245,26.0,,Never-married,Not-in-family,Male,<=50K
019-13-3906,30.0,Bachelors,Never-married,,,<=50K
576-22-8500,34.0,,,,,>50K
466-18-5503,19.0,Some-college,Never-married,Own-child,,<=50K
862-31-5723,54.0,Some-college,,Not-in-family,Male,<=50K
373-15-7247,43.0,,Married-civ-spouse,Husband,Male,
951-32-0637,52.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
425-82-9237,,10th,Never-married,Not-in-family,,<=50K
211-60-9336,19.0,,Never-married,,,
996-71-3758,33.0,HS-grad,Married-civ-spouse,Husband,,>50K
585-87-2235,43.0,HS-grad,Married-civ-spouse,,Male,<=50K
422-48-1572,41.0,,Married-civ-spouse,Wife,Male,<=50K
495-48-5257,59.0,Some-college,Married-civ-spouse,Husband,Male,
414-55-7739,50.0,9th,Married-civ-spouse,Husband,,<=50K
322-20-5159,52.0,,,,,<=50K
704-17-6903,,Some-college,Married-civ-spouse,Husband,,
831-14-2505,52.0,Bachelors,Married-civ-spouse,Husband,,
691-73-8328,55.0,HS-grad,Divorced,Unmarried,Female,<=50K
866-67-6903,,Some-college,Married-civ-spouse,Husband,Male,<=50K
676-84-2751,55.0,Some-college,Married-civ-spouse,Husband,,
291-43-1203,27.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
